City,State,Zip,Latitude,Longitude,Timezone,DST
Atlanta,GA,30379,33.844371,-84.47405,-5,1
Evans,GA,30809,33.551145,-82.13949,-5,1
Montandon,PA,17850,40.964676,-76.85724,-5,1
Mertztown,PA,19539,40.497369,-75.68225,-5,1
Corinth,NY,12822,43.248892,-73.85172,-5,1
South Lima,NY,14558,42.855409,-77.687643,-5,1
Widnoon,PA,16261,40.847829,-79.451575,-5,1
West Decatur,PA,16878,40.943755,-78.30853,-5,1
Alexis,NC,28006,35.403268,-81.09974,-5,1
Warsaw,VA,22572,37.957869,-76.75725,-5,1
Rock Cave,WV,26234,38.792214,-80.3159,-5,1
Hillsboro,NH,3244,43.119417,-71.92108,-5,1
Lewiston,ME,4243,44.197009,-70.239485,-5,1
Belgrade Lakes,ME,4918,44.414056,-69.751913,-5,1
Staten Island,NY,10310,40.63212,-74.11551,-5,1
Great Neck,NY,11026,40.754757,-73.601772,-5,1
Altamont,NY,12009,42.698692,-74.03148,-5,1
Averill Park,NY,12018,42.62742,-73.53494,-5,1
Winchester Center,CT,6094,41.896321,-73.146312,-5,1
W Hartford,CT,6107,41.75275,-72.7546,-5,1
Colonia,NJ,7067,40.591653,-74.31341,-5,1
Biddle,MT,59314,45.078881,-105.37586,-7,1
Dallas,TX,75356,32.767268,-96.777626,-6,1
Grandin,MO,63943,36.828561,-90.81359,-6,1
Folsom,LA,70437,30.616777,-90.1898,-6,1
Alpine,AR,71920,34.055486,-93.189406,-6,1
Conway,AR,72032,35.075467,-92.43401,-6,1
Boise,ID,83706,43.593523,-116.19903,-7,1
Viola,ID,83872,46.861905,-116.96316,-8,1
Springer,NM,87747,36.366344,-104.39211,-7,1
Mitchell,OR,97750,44.611941,-120.11346,-8,1
Seattle,WA,98122,47.61157,-122.30406,-8,1
Seaview,WA,98644,46.332077,-124.05517,-8,1
Ester,AK,99725,64.842326,-148.02197,-9,1
Ward Cove,AK,99928,55.395359,-131.67537,-9,1
Fort Bragg,CA,95437,39.43695,-123.76087,-8,1
Denver,CO,80247,39.693573,-104.876649,-7,1
Saddlestring,WY,82840,44.497609,-106.870963,-7,1
Shaw A F B,SC,29152,33.972863,-80.46534,-5,1
Allendale,SC,29810,33.010041,-81.33069,-5,1
Soperton,GA,30457,32.387041,-82.58272,-5,1
Fort Valley,GA,31030,32.55568,-83.88641,-5,1
Sunbright,TN,37872,36.262842,-84.66549,-5,1
Sanatorium,MS,39112,31.891839,-89.77926,-6,1
Fredericksburg,OH,44627,40.671036,-81.84927,-5,1
Hooven,OH,45033,39.177002,-84.76337,-5,1
Indianapolis,IN,46216,39.857639,-86.00948,-5,0
Decker,IN,47524,38.507039,-87.55539,-5,0
Nelson,WI,54756,44.451724,-91.95785,-6,1
St Thomas,VI,805,18.322285,-64.963715,-4,0
Michigan City,MS,38647,34.975571,-89.25982,-6,1
West Point,MS,39773,33.619058,-88.64686,-6,1
Kite,GA,31049,32.69992,-82.51381,-5,1
Jacksonville,FL,32226,30.453405,-81.52551,-5,1
Pensacola,FL,32512,30.394327,-87.299129,-6,1
Burton,OH,44021,41.442863,-81.14404,-5,1
Frankfort,OH,45628,39.390231,-83.19363,-5,1
Raleigh,NC,27628,35.797692,-78.625265,-5,1
Groveport,OH,43199,39.969036,-83.011389,-5,1
Arcata,CA,95521,40.867469,-124.07519,-8,1
Sacramento,CA,95834,38.642805,-121.50466,-8,1
Portland,OR,97213,45.53704,-122.59979,-8,1
Fort Worth,TX,76129,32.771419,-97.291484,-6,1
Lyford,TX,78569,26.39381,-97.7113,-6,1
Coleridge,NE,68727,42.509494,-97.20526,-6,1
Oneill,NE,68763,42.516792,-98.60341,-6,1
Kandiyohi,MN,56251,45.133103,-94.91976,-6,1
Schaumburg,IL,60196,42.056376,-88.072522,-6,1
Kincheloe,MI,49786,46.410777,-84.336519,-5,1
Woden,IA,50484,43.236648,-93.92137,-6,1
Ayrshire,IA,50515,43.023296,-94.85188,-6,1
Madison,WI,53705,43.073395,-89.45049,-6,1
Saint Louis,MO,63125,38.524066,-90.2895,-6,1
Keytesville,MO,65261,39.500486,-92.9155,-6,1
Cincinnati,OH,45205,39.11071,-84.57438,-5,1
Casscoe,AR,72026,34.505369,-91.30213,-6,1
Mason,MI,48854,42.582902,-84.44738,-5,1
Tonica,IL,61370,41.21076,-89.03886,-6,1
Beaufort,NC,28516,34.769532,-76.64783,-5,1
New Zion,SC,29111,33.795243,-80.04196,-5,1
Peachtree City,GA,30269,33.398992,-84.57062,-5,1
Birmingham,AL,35253,33.544622,-86.929208,-6,1
Brooklyn,AL,36429,31.466945,-87.044687,-6,1
Earleville,MD,21919,39.425542,-75.96164,-5,1
Glen Allen,VA,23058,37.531296,-77.416103,-5,1
Saint Petersburg,FL,33701,27.770955,-82.63931,-5,1
Pottsville,AR,72858,35.228264,-93.03947,-6,1
Kingfisher,OK,73750,35.856216,-97.93743,-6,1
Wakita,OK,73771,36.844573,-97.962,-6,1
Grand Prairie,TX,75050,32.759922,-97.01216,-6,1
Boone,CO,81025,38.243711,-104.23282,-7,1
San Leandro,CA,94579,37.68858,-122.15421,-8,1
Mount Hermon,CA,95041,37.050798,-122.0569,-8,1
Modesto,CA,95354,37.644481,-120.98043,-8,1
Garden Valley,CA,95633,38.839773,-120.82881,-8,1
Paskenta,CA,96074,39.878018,-122.57972,-8,1
Ninole,HI,96773,19.942301,-155.18112,-10,0
Clarks Mills,PA,16114,41.402438,-80.18346,-5,1
Flicksville,PA,18050,40.693376,-75.471156,-5,1
Johnson,NY,10933,41.365286,-74.510918,-5,1
Schaghticoke,NY,12154,42.925765,-73.60664,-5,1
Yulan,NY,12792,41.522825,-74.93164,-5,1
West Chazy,NY,12992,44.819829,-73.51156,-5,1
Suplee,PA,19371,39.983153,-75.748055,-5,1
Conshohocken,PA,19428,40.077736,-75.30509,-5,1
Jefferson,MD,21755,39.372496,-77.55869,-5,1
Anawalt,WV,24808,37.338242,-81.43081,-5,1
Bass Harbor,ME,4653,44.248615,-68.3521,-5,1
St Thomas,VI,801,18.322285,-64.963715,-4,0
Dallas,TX,75270,32.78133,-96.80198,-6,1
Blossom,TX,75416,33.675155,-95.37293,-6,1
Pontotoc,TX,76869,30.909853,-98.98395,-6,1
Laredo,TX,78043,27.538658,-99.38274,-6,1
Ephraim,UT,84627,39.353561,-111.5783,-7,1
Donna,TX,78537,26.165352,-98.05568,-6,1
Martindale,TX,78655,29.838163,-97.84178,-6,1
Aspermont,TX,79502,33.151713,-100.25449,-6,1
Honolulu,HI,96806,24.859832,-168.021815,-10,0
Honolulu,HI,96820,24.859832,-168.021815,-10,0
Warrenton,OR,97146,46.136322,-123.91753,-8,1
Arroyo Grande,CA,93421,35.347065,-120.455345,-8,1
San Jose,CA,95132,37.405989,-121.84775,-8,1
Newbury Park,CA,91320,34.175038,-118.93956,-8,1
Whittier,AK,99693,60.639257,-148.54211,-9,1
Fayetteville,GA,30214,33.47875,-84.47668,-5,1
Oakman,GA,30732,34.569015,-84.711863,-5,1
Augusta,GA,30904,33.474136,-82.01018,-5,1
Milledgeville,GA,31061,33.083579,-83.23397,-5,1
Ranburne,AL,36273,33.535491,-85.36312,-6,1
Miller City,OH,45864,41.103776,-84.131541,-5,1
Boggstown,IN,46110,39.56578,-85.92481,-5,0
Smithville,IN,47458,39.173234,-86.501543,-5,0
Saco,ME,4072,43.527322,-70.45171,-5,1
Newcastle,ME,4553,44.048714,-69.54335,-5,1
Lincoln,VT,5433,44.039878,-73.015358,-5,1
Farmington,CT,6030,41.791776,-72.718832,-5,1
Olimpo,PR,655,17.976371,-66.116795,-4,0
Framingham,MA,1705,42.446396,-71.459405,-5,1
Buzzards Bay,MA,2542,41.665605,-70.52456,-5,1
Herndon,VA,22092,38.831813,-77.288755,-5,1
Center Cross,VA,22437,37.790946,-76.78764,-5,1
Virginia Beach,VA,23458,36.847388,-76.15581,-5,1
Brooklyn,PA,18813,41.753339,-75.80831,-5,1
Brasher Falls,NY,13613,44.864624,-74.75386,-5,1
Clairton,PA,15025,40.292974,-79.90179,-5,1
Conway,PA,15027,40.663816,-80.23494,-5,1
Adrian,PA,16210,40.885328,-79.52058,-5,1
New Fairfield,CT,6812,41.472227,-73.49673,-5,1
Lake Elsinore,CA,92532,33.696543,-117.3247,-8,1
Santa Ana,CA,92705,33.762117,-117.81828,-8,1
Santa Barbara,CA,93150,34.262834,-119.848555,-8,1
Lucerne,CA,95458,39.090421,-122.78972,-8,1
Rackerby,CA,95972,39.441356,-121.31354,-8,1
Portland,OR,97266,45.478641,-122.56233,-8,1
Brogan,OR,97903,44.187379,-117.62629,-7,1
Rainier,WA,98576,46.871178,-122.67573,-8,1
Monticello,NM,87939,33.377012,-107.43337,-7,1
Shawanee,TN,37867,36.580283,-83.647254,-5,1
Tatitlek,AK,99677,60.863764,-146.68013,-9,1
Papineau,IL,60956,40.966993,-87.716074,-6,1
Freeburg,IL,62243,38.425949,-89.90389,-6,1
Kingsland,TX,78639,30.663209,-98.44588,-6,1
Lone Tree,CO,80130,39.541571,-104.92152,-7,1
Evanston,WY,82931,41.261943,-110.919995,-7,1
Gothenburg,NE,69138,40.952436,-100.15719,-6,1
Gould,OK,73544,34.681369,-99.74534,-6,1
San Angelo,TX,76909,31.39577,-100.68959,-6,1
Pasadena,TX,77505,29.650492,-95.14632,-6,1
Hanksville,UT,84734,38.289429,-110.66366,-7,1
Gilbert,AZ,85233,33.348593,-111.80833,-7,0
Holbrook,AZ,86025,34.936261,-110.14698,-7,0
Edgar,MT,59026,45.430445,-108.76441,-7,1
Fairview,MT,59221,47.900376,-104.13403,-7,1
Grayslake,IL,60030,42.338955,-88.03433,-6,1
Rapid City,SD,57702,44.052788,-103.34302,-7,1
Manistique,MI,49854,46.042121,-86.33946,-5,1
Clayhole,KY,41317,37.461944,-83.18256,-5,1
Richardsville,KY,42270,36.983441,-86.394012,-6,1
Lakeland,FL,33815,28.042948,-81.9849,-5,1
Lanett,AL,36383,32.890759,-85.221739,-6,1
Marshallville,OH,44645,40.909535,-81.71764,-5,1
Kings Mills,OH,45034,39.359268,-84.24898,-5,1
Waynesfield,OH,45896,40.593532,-83.94417,-5,1
Garber,IA,52048,42.738079,-91.25078,-6,1
Fairfield,IA,52556,41.017736,-91.95,-6,1
New Franken,WI,54229,44.559995,-87.81553,-6,1
Hudson,IL,61748,40.627948,-88.97711,-6,1
Mahomet,IL,61853,40.205916,-88.40295,-6,1
Edwardsville,IL,62025,38.819297,-89.9551,-6,1
Rougon,LA,70773,30.613588,-91.36361,-6,1
Zachary,LA,70791,30.655578,-91.14015,-6,1
Baton Rouge,LA,70894,30.51589,-91.080373,-6,1
Flint,TX,75762,32.207845,-95.41859,-6,1
Joaquin,TX,75954,31.95015,-94.05761,-6,1
Aledo,TX,76008,32.690922,-97.64013,-6,1
Fort Worth,TX,76191,32.771419,-97.291484,-6,1
Olean,MO,65064,38.407056,-92.48693,-6,1
Portland,ND,58274,47.491179,-97.46343,-6,1
Sula,MT,59871,45.887807,-113.84407,-7,1
Plymouth,NE,68424,40.298729,-97.00106,-6,1
Gwynedd,PA,19436,40.201932,-75.25091,-5,1
Perryopolis,PA,15473,40.080727,-79.75697,-5,1
Huntington,WV,25709,38.132114,-82.418277,-5,1
Leslie,WV,25972,38.048182,-80.74821,-5,1
Tarboro,NC,27886,35.905299,-77.54056,-5,1
Hope Mills,NC,28348,34.954709,-78.93744,-5,1
Wade,NC,28395,35.145952,-78.74102,-5,1
Hampton,GA,30228,33.401827,-84.30152,-5,1
Nashville,TN,37204,36.112058,-86.77626,-6,1
Bentonia,MS,39048,32.667612,-90.39157,-6,1
Beloit,OH,44609,40.898618,-80.99304,-5,1
Wadesville,IN,47638,38.081681,-87.78055,-6,1
Trego,WI,54888,45.967422,-91.87907,-6,1
Big Falls,WI,54926,44.617819,-89.016622,-6,1
Hortonville,WI,54944,44.333183,-88.6167,-6,1
Kroschel,MN,55272,46.147161,-93.084687,-6,1
Burnsville,MN,55337,44.770297,-93.27302,-6,1
Minneapolis,MN,55478,45.015914,-93.47188,-6,1
Felch,MI,49831,45.994849,-87.81615,-6,1
Packwood,IA,52580,41.130669,-92.09695,-6,1
Woodbury,KY,42288,37.197491,-86.67216,-6,1
Ogdensburg,NY,13669,44.683636,-75.49024,-5,1
West Bloomfield,NY,14585,42.901162,-77.54848,-5,1
Rochester,NY,14615,43.204695,-77.65194,-5,1
Erie,PA,16544,42.182748,-80.064915,-5,1
Capitol Heights,MD,20743,38.886812,-76.90645,-5,1
Toms Brook,VA,22660,38.949013,-78.43921,-5,1
Charlottesville,VA,22907,38.040101,-78.485066,-5,1
Charlotte Court House,VA,23923,37.074876,-78.63263,-5,1
Roanoke,VA,24016,37.272186,-79.95321,-5,1
Lisbon,ME,4250,44.027509,-70.1097,-5,1
New Milford,CT,6776,41.581494,-73.41313,-5,1
Bridgeton,NJ,8302,39.445164,-75.24215,-5,1
Charleston AFB,SC,29404,32.897903,-80.06061,-5,1
Rockville Centre,NY,11571,40.754757,-73.601772,-5,1
Windham,NY,12496,42.326918,-74.24657,-5,1
Sandy Creek,NY,13145,43.653475,-76.13214,-5,1
Greensboro,NC,27403,36.064485,-79.82206,-5,1
Greensboro,NC,27425,36.080707,-80.0244,-5,1
Hamilton,TX,76531,31.696154,-98.14834,-6,1
Barker,TX,77413,29.83399,-95.434241,-6,1
Danevang,TX,77432,29.064542,-96.21454,-6,1
Rush,CO,80833,38.694617,-103.96314,-7,1
Moscow,ID,83844,46.836284,-116.684553,-8,1
Duchesne,UT,84021,40.169399,-110.46066,-7,1
Pirtleville,AZ,85626,31.357528,-109.611545,-7,0
Blue Rapids,KS,66411,39.656045,-96.63791,-6,1
Joffre,PA,15053,40.379884,-80.36087,-5,1
Etna,ME,4434,44.802184,-69.14212,-5,1
Madawaska,ME,4756,47.345936,-68.32256,-5,1
Saint Johnsbury,VT,5819,44.412413,-72.00996,-5,1
Wiergate,TX,75977,31.038417,-93.80057,-6,1
Archer City,TX,76351,33.574426,-98.63462,-6,1
Killeen,TX,76540,31.085833,-97.357099,-6,1
Las Cruces,NM,88005,32.347752,-106.81463,-7,1
Las Vegas,NV,89199,35.927901,-114.972061,-8,1
Starbuck,WA,99359,46.523206,-118.19393,-8,1
Bakersfield,CA,93312,35.39068,-119.18583,-8,1
Sultana,CA,93666,36.545749,-119.33907,-8,1
Berkeley,CA,94708,37.894625,-122.26372,-8,1
Saginaw,MI,48602,43.423925,-83.97142,-5,1
Port Norris,NJ,8349,39.25682,-75.06683,-5,1
Princeton,NJ,8542,40.354424,-74.65943,-5,1
Lake Peekskill,NY,10537,41.337335,-73.88689,-5,1
Widen,WV,25211,38.462053,-80.86627,-5,1
Minerva,NY,12851,43.841369,-74.03747,-5,1
Pottersville,NY,12860,43.719612,-73.81116,-5,1
Minoa,NY,13116,43.077067,-76.00695,-5,1
Port Byron,NY,13140,43.049797,-76.66055,-5,1
Longwood,NC,28452,33.997345,-78.5565,-5,1
Star,NC,27356,35.414095,-79.78487,-5,1
Spencer,NC,28159,35.693339,-80.4342,-5,1
Lebanon,MO,65536,37.678528,-92.64733,-6,1
Turners,MO,65765,37.25807,-93.343673,-6,1
Stockton,MO,65785,37.703022,-93.80653,-6,1
Hammond,MT,59332,45.386374,-104.75677,-7,1
Stevensville,MT,59870,46.53135,-114.03182,-7,1
Western Springs,IL,60558,41.805531,-87.90103,-6,1
Neoga,IL,62447,39.32205,-88.45037,-6,1
Johnson City,TN,37614,36.302479,-82.36984,-5,1
Sacramento,CA,95860,38.377411,-121.444429,-8,1
Portland,OR,97209,45.52889,-122.68458,-8,1
Port Neches,TX,77651,29.980863,-93.96038,-6,1
Marion,TX,78124,29.570379,-98.14606,-6,1
San Antonio,TX,78261,29.698045,-98.42624,-6,1
Friant,CA,93626,37.024461,-119.68496,-8,1
Oakland,CA,94601,37.776835,-122.21792,-8,1
Lysite,WY,82642,43.228052,-107.68195,-7,1
Quinlan,TX,75474,32.896295,-96.06999,-6,1
Wells,TX,75976,31.506076,-94.94939,-6,1
Tucson,AZ,85735,32.13918,-111.23968,-7,0
Hale,MO,64643,39.610631,-93.35686,-6,1
Fort Bayard,NM,88036,32.815317,-108.15086,-7,1
Kennard,IN,47351,39.904323,-85.5198,-5,0
Sandborn,IN,47578,38.892783,-87.1913,-5,0
Harrison Township,MI,48045,42.582961,-82.83063,-5,1
Detroit,MI,48221,42.426786,-83.14969,-5,1
Lexington,KY,40506,38.028712,-84.507471,-5,1
Danbury,OH,43400,41.532003,-82.797419,-5,1
Kingston Springs,TN,37082,36.084917,-87.1106,-6,1
Claytonville,IL,60926,40.572516,-87.81825,-6,1
Girard,IL,62640,39.436584,-89.8028,-6,1
Holyoke,MN,55749,46.463827,-92.40766,-6,1
Reeseville,WI,53579,43.296299,-88.86721,-6,1
Yorkville,OH,43971,40.152615,-80.70789,-5,1
Youngstown,OH,44512,41.032675,-80.66467,-5,1
Georges Mills,NH,3751,43.437503,-72.07185,-5,1
Albion,ME,4910,44.513491,-69.43496,-5,1
Hartford,CT,6140,41.791776,-72.718832,-5,1
Youngstown,NY,14174,43.247054,-79.02562,-5,1
North Apollo,PA,15163,40.588257,-79.554054,-5,1
Accomac,VA,23301,37.713561,-75.67108,-5,1
White Plains,VA,23893,36.628802,-77.92817,-5,1
Roanoke,VA,24004,37.274175,-79.95786,-5,1
Kyle,WV,24855,37.409655,-81.42559,-5,1
New York,NY,10168,40.751933,-73.976794,-5,1
Brooklyn,NY,11219,40.632449,-73.99629,-5,1
Washington,DC,20586,38.902211,-77.047399,-5,1
Washington,VA,22747,38.725801,-78.16767,-5,1
Charlotte,NC,28203,35.208992,-80.85539,-5,1
Hartleton,PA,17829,40.900777,-77.15522,-5,1
Stockertown,PA,18083,40.754064,-75.26477,-5,1
Sunset,SC,29685,34.95424,-82.8484,-5,1
Houston,TX,77059,29.601776,-95.11734,-6,1
Cee Vee,TX,79223,34.216509,-100.47198,-6,1
Seminole,TX,79368,33.044702,-102.099276,-6,1
Sierra Blanca,TX,79851,31.182009,-105.34084,-7,1
Nashotah,WI,53058,43.108775,-88.40276,-6,1
Maribel,WI,54227,44.27809,-87.79026,-6,1
Russell,IL,60075,42.322814,-87.610053,-6,1
Liberal,MO,64762,37.555366,-94.51496,-6,1
Sparta,MO,65753,37.000766,-93.07945,-6,1
Shawnee Mission,KS,66226,39.029641,-94.84844,-6,1
Shreveport,LA,71104,32.484232,-93.73671,-6,1
Enterprise,LA,71425,31.899409,-91.91043,-6,1
Seaforth,MN,56287,44.475845,-95.32579,-6,1
Twin Brooks,SD,57269,45.227773,-96.79342,-6,1
Mitchell,SD,57301,43.711862,-98.03185,-6,1
Corsica,SD,57328,43.438138,-98.44031,-6,1
Fedora,SD,57337,44.008344,-97.79178,-6,1
Heber Springs,AR,72545,35.535238,-92.021291,-6,1
Oakwood,OK,73658,35.934444,-98.70827,-6,1
Soper,OK,74759,34.038263,-95.70851,-6,1
Camak,GA,30807,33.453039,-82.64828,-5,1
Smithville,GA,31787,31.901066,-84.25037,-5,1
Weirsdale,FL,32195,29.003387,-81.89262,-5,1
Cedar Key,FL,32625,29.178171,-83.02243,-5,1
Merritt Island,FL,32954,28.22571,-80.673356,-5,1
Hobe Sound,FL,33475,27.110182,-80.454196,-5,1
Keswick,IA,50136,41.463624,-92.26841,-6,1
Ottosen,IA,50570,42.899575,-94.37557,-6,1
Greene,IA,50636,42.891377,-92.80848,-6,1
Larchwood,IA,51241,43.451905,-96.44319,-6,1
Swedesburg,IA,52652,41.103879,-91.54664,-6,1
Whitewater,WI,53190,42.818747,-88.73279,-6,1
Ettrick,WI,54627,44.168986,-91.25737,-6,1
Braham,MN,55006,45.722,-93.19781,-6,1
Shafer,MN,55074,45.381784,-92.7278,-6,1
Loretto,MN,55597,45.015914,-93.47188,-6,1
Chancellor,SD,57015,43.410132,-96.97587,-6,1
Dema,KY,41859,37.392257,-82.78204,-5,1
Summit Station,OH,43073,39.996516,-82.754034,-5,1
Greentown,OH,44630,40.929507,-81.400134,-5,1
Zoar,OH,44697,40.612253,-81.42168,-5,1
Waynesboro,MS,39367,31.688901,-88.65623,-6,1
Sandgap,KY,40481,37.43424,-84.09155,-5,1
Moreland,GA,30259,33.277468,-84.75388,-5,1
Riverdale,GA,30296,33.564711,-84.43987,-5,1
Blairsville,GA,30514,34.903398,-84.019157,-5,1
Hephzibah,GA,30815,33.32157,-82.08872,-5,1
Screven,GA,31560,31.515981,-82.04908,-5,1
Edgewater,FL,32141,28.944915,-80.89524,-5,1
Tampa,FL,33609,27.943549,-82.50656,-5,1
Fort Wayne,IN,46899,41.093763,-85.070713,-5,0
Boston,IN,47324,39.757864,-84.848442,-5,0
Stambaugh,KY,41257,37.940709,-82.81233,-5,1
South River,NJ,8882,40.445006,-74.38179,-5,1
Cincinnati,OH,45235,39.166759,-84.53822,-5,1
Saint Marys,OH,45885,40.550005,-84.39308,-5,1
Upper Uwchlan,PA,19925,40.084337,-75.680797,-5,1
Mount Ayr,IA,50854,40.700115,-94.22607,-6,1
Sebring,FL,33871,27.485803,-81.407884,-5,1
Natchez,MS,39121,31.470602,-91.404404,-6,1
Jackson,MS,39298,32.319905,-89.992257,-6,1
Brockport,NY,14420,43.214261,-77.93937,-5,1
Tylersburg,PA,16361,41.391383,-79.34078,-5,1
Shannon,GA,30172,34.333308,-85.233721,-5,1
Canon,GA,30520,34.338008,-83.09656,-5,1
Wrightsville,GA,31096,32.71732,-82.68926,-5,1
Jonesboro,AR,72404,35.781707,-90.74506,-6,1
Oklahoma City,OK,73134,35.612359,-97.57152,-6,1
Garden City,NY,11530,40.725257,-73.64056,-5,1
Kinston,NC,28502,35.288558,-77.662614,-5,1
Benkelman,NE,69021,40.097723,-101.54055,-7,1
Ronkonkoma,NY,11779,40.818826,-73.1187,-5,1
Redondo Beach,CA,90277,33.828815,-118.38322,-8,1
Kenoza Lake,NY,12750,41.729581,-74.961146,-5,1
Hackberry,LA,70645,29.995358,-93.37575,-6,1
Badin,NC,28009,35.40846,-80.11171,-5,1
Westlake Village,CA,91361,34.14348,-118.85608,-8,1
Letcher,KY,41832,37.148006,-82.95634,-5,1
Lakewood,WA,98439,47.12562,-122.52294,-8,1
Ponce,PR,730,18.022626,-66.61727,-4,0
Allakaket,AK,99720,66.557586,-152.6559,-9,1
Zieglerville,PA,19492,40.281036,-75.486,-5,1
Lakeside,OR,97449,43.58119,-124.1557,-8,1
Newport Center,VT,5857,44.944231,-72.30054,-5,1
Grannis,AR,71944,34.24238,-94.35535,-6,1
McAllister,MT,59740,45.462512,-111.76367,-7,1
Blue Ridge,GA,30513,34.851171,-84.32905,-5,1
Des Plaines,IL,60019,42.024278,-87.907066,-6,1
West Palm Beach,FL,33404,26.782114,-80.06528,-5,1
Mchenry,IL,60051,42.324761,-88.452481,-6,1
Tampa,FL,33601,27.996097,-82.582035,-5,1
Ponderay,ID,83852,48.30476,-116.53305,-8,1
Dover,TN,37058,36.477136,-87.85877,-6,1
Memphis,TN,38152,35.201738,-89.971538,-6,1
Phoenix,AZ,85017,33.514092,-112.12285,-7,0
Piney Fork,OH,43941,40.263948,-80.835767,-5,1
Stinesville,IN,47464,39.298595,-86.6512,-5,0
Charlotte,NC,28283,35.26002,-80.804151,-5,1
Elysian Fields,TX,75642,32.386275,-94.210541,-6,1
Lorado,WV,25630,37.80126,-81.70802,-5,1
Twin Falls,ID,83303,42.456273,-114.519536,-7,1
Upperglade,WV,26266,38.41012,-80.49595,-5,1
Peterson,MN,55962,43.762272,-91.8453,-6,1
San Gabriel,CA,91776,34.089059,-118.0951,-8,1
Roland,IA,50236,42.168363,-93.49432,-6,1
Kent,WA,98030,47.369098,-122.192276,-8,1
Winslow,AR,72959,35.797792,-94.11367,-6,1
Calumet,OK,73014,35.587497,-98.14506,-6,1
Grant,OK,74738,33.917165,-95.4894,-6,1
Kyburz,CA,95720,38.771209,-120.26765,-8,1
Sacramento,CA,95818,38.556576,-121.49285,-8,1
Leonardville,KS,66449,39.383205,-96.85876,-6,1
Walnut,KS,66780,37.603419,-95.06279,-6,1
Wichita,KS,67210,37.638946,-97.26652,-6,1
Lincoln,NE,68507,40.85115,-96.62914,-6,1
Sparks,NE,69220,42.940698,-100.25556,-6,1
Gueydan,LA,70542,30.005408,-92.54417,-6,1
Decatur,GA,30034,33.693448,-84.24743,-5,1
Saranac,MI,48881,42.929829,-85.20938,-5,1
Nottawa,MI,49075,41.916374,-85.45029,-5,1
Endicott,NY,13763,42.206745,-75.74488,-5,1
Troy,NY,12179,42.71144,-73.525561,-5,1
Benson,MN,56215,45.317872,-95.57247,-6,1
Buffalo,TX,75831,31.453732,-96.03725,-6,1
Elba,NY,14058,43.091886,-78.15151,-5,1
Voluntown,CT,6384,41.5787,-71.85668,-5,1
Andreas,PA,18211,40.749289,-75.82947,-5,1
Bryn Mawr,PA,19010,40.02371,-75.32764,-5,1
Stockholm,ME,4783,47.049301,-68.20823,-5,1
Spotswood,NJ,8884,40.39159,-74.39329,-5,1
Colp,IL,62921,37.804876,-89.08118,-6,1
French Village,MO,63036,37.97861,-90.34637,-6,1
Rio Grande,PR,745,18.366213,-65.82277,-4,0
Monterey,MA,1245,42.180659,-73.20849,-5,1
Mohnton,PA,19540,40.250592,-75.96683,-5,1
Columbia,SC,29204,34.027955,-81.00008,-5,1
Stone Ridge,NY,12484,41.850294,-74.16619,-5,1
Long Eddy,NY,12760,41.901849,-75.10493,-5,1
Norlina,NC,27563,36.450603,-78.21676,-5,1
Charlotte,NC,28220,35.26002,-80.804151,-5,1
New York,NY,10048,40.712086,-74.01227,-5,1
Oakwood,OH,45873,41.107804,-84.39098,-5,1
Bunker Hill,IN,46914,40.646736,-86.09952,-5,0
Camden,IN,46917,40.626913,-86.475,-5,0
Leonidas,MI,49066,42.037422,-85.35683,-5,1
Sadieville,KY,40370,38.399525,-84.53353,-5,1
Cannon,KY,40923,36.920165,-83.85699,-5,1
Newark,OH,43093,40.095148,-82.482659,-5,1
Columbus,OH,43223,39.935263,-83.04558,-5,1
Knoxville,TN,37916,35.955732,-83.93271,-5,1
Henry,TN,38231,36.210847,-88.42518,-6,1
Shaw,MS,38773,33.613093,-90.77527,-6,1
Saltillo,MS,38866,34.360547,-88.68079,-6,1
Huntley,MN,56047,43.738397,-94.228897,-6,1
Tabor,SD,57063,42.944651,-97.68587,-6,1
Wakeman,OH,44889,41.24323,-82.38848,-5,1
Trenton,OH,45067,39.482307,-84.46429,-5,1
Goshen,OH,45122,39.222264,-84.11831,-5,1
Birmingham,OH,44816,41.331398,-82.35278,-5,1
Chatfield,OH,44825,40.952927,-82.94232,-5,1
Cincinnati,OH,45258,39.166759,-84.53822,-5,1
Dayton,OH,45415,39.837256,-84.26016,-5,1
Sioux Falls,SD,57108,43.488472,-96.72258,-6,1
Ashton,SD,57424,45.008745,-98.52375,-6,1
Sitka,KY,41255,37.916221,-82.83962,-5,1
Orient,OH,43146,39.786202,-83.1469,-5,1
Deshler,OH,43516,41.211032,-83.89827,-5,1
Birmingham,AL,35261,33.544622,-86.929208,-6,1
Cushing,ME,4563,43.993356,-69.26819,-5,1
Upland,CA,91785,34.839964,-115.967051,-8,1
Carlsbad,CA,92018,33.016928,-116.846046,-8,1
Tacoma,WA,98405,47.248953,-122.46599,-8,1
Flat,AK,99584,65.226375,-151.025085,-9,1
Wrangell,AK,99929,56.409507,-132.33822,-9,1
Coaldale,CO,81222,38.374462,-105.76738,-7,1
Lontetree,WY,82936,41.081086,-110.22391,-7,1
Grapeland,TX,75844,31.505916,-95.46315,-6,1
Myra,TX,76253,33.624401,-97.31704,-6,1
Sacramento,CA,94257,38.377411,-121.444429,-8,1
Myers Flat,CA,95554,40.2959,-123.77902,-8,1
